id,دانشكده,گروه آموزشي,شماره و گروه درس,نام درس,واحد کل,واحد ع,ظر فيت,ثبت نام شده,تعداد ليست انتظار,جنسيت,نام استاد,زمان و مكان ارائه/ امتحان,توضيحات,امكان اخذ درس توسط ساير مراكز,حذف اضطراري
411,ادبيات و علوم انساني,علوم اجتماعي,1230635_01,جامعه شناسي ارتباطات,2,0,35,0,0,مختلط,محمدي صادق سعيد,"درس(ت): سه شنبه   15:00-17:00 مکان: كلاس 222
  امتحان(1404.10.30)  ساعت : 07:30-09:30",,-,امكان دارد
412,ادبيات و علوم انساني,علوم اجتماعي,1230639_01,بينش هاي جامعه شناسي (3),2,0,35,13,0,مختلط,حسين بر محمد عثمان,"درس(ت): چهارشنبه  07:30-09:30 مکان: كلاس 135
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
413,ادبيات و علوم انساني,علوم اجتماعي,1230640_01,كاربرد كامپيوتر در تحليل هاي اماري با تاكيد برspss,2,1,35,13,0,مختلط,اسدي سروستاني خديجه,"درس(ت): سه شنبه   18:00-20:00 مکان: سايت ارشد ادبيات
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان دارد
414,ادبيات و علوم انساني,علوم اجتماعي,1230641_01,جامعه شناسي تاريخي ايران معاصر,2,0,35,16,0,مختلط,حسني محمدرضا,"درس(ت): سه شنبه   15:00-17:00 مکان: كلاس 135
  امتحان(1404.11.07)  ساعت : 09:30-11:30",,-,امكان دارد
415,ادبيات و علوم انساني,علوم اجتماعي,1230642_01,سمينار جامعه شناسي 3,1,0,35,12,0,مختلط,معيني مهدي,"درس(ت): چهارشنبه  13:00-15:00 مکان: كلاس 135
  امتحان(1404.10.30)  ساعت : 07:30-09:30",,-,امكان دارد
416,ادبيات و علوم انساني,علوم اجتماعي,1230643_01,سمينار جامعه شناسي 4,1,0,35,13,0,مختلط,معيني مهدي,"درس(ت): چهارشنبه  15:00-17:00 مکان: كلاس 222
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
417,ادبيات و علوم انساني,علوم اجتماعي,1230679_01,كاربرد نرم افزار office در جامعه شناسي,2,1,35,20,0,مختلط,اسدي سروستاني خديجه,"درس(ت): يك شنبه   09:30-11:30 مکان: سايت ارشد ادبيات
  امتحان(1404.11.08)  ساعت : 09:30-11:30",,-,امكان دارد
418,ادبيات و علوم انساني,باستان شناسي,1232021_01,تاريخچه انديشه باستان شناسي,2,0,40,14,0,مختلط,سعيديان سعدي,"درس(ت): سه شنبه   07:30-09:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.07)  ساعت : 07:30-09:30",,-,امكان دارد
419,ادبيات و علوم انساني,باستان شناسي,1232026_01,زيست بوم شناسي فرهنگي,2,0,42,20,0,مختلط,شيرازي روح اله,"درس(ت): دوشنبه    13:00-15:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
420,ادبيات و علوم انساني,باستان شناسي,1232029_01,باستان شناسي دوره  نوسنگي ايران,2,0,35,19,0,مختلط,موسي پور نگاري فريبا,"درس(ت): سه شنبه   09:30-11:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
421,ادبيات و علوم انساني,باستان شناسي,1232031_01,باستان شناسي دوره مفرغ ايران,2,0,35,11,0,مختلط,شيرازي روح اله,"درس(ت): سه شنبه   09:30-11:30 مکان: سايت ارشد ادبيات
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان دارد
422,ادبيات و علوم انساني,باستان شناسي,1232033_01,باستان شناسي پيش از تاريخ بين النهرين,2,0,35,6,0,مختلط,موسي پور نگاري فريبا,"درس(ت): سه شنبه   18:00-20:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
423,ادبيات و علوم انساني,باستان شناسي,1232034_01,باستان شناسي پيش از تاريخ جهان,2,0,35,3,0,مختلط,شيرازي روح اله,"درس(ت): سه شنبه   13:00-15:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان دارد
424,ادبيات و علوم انساني,باستان شناسي,1232036_01,مباني انسان شناسي,2,0,40,0,0,مختلط,موسي پور نگاري فريبا,"درس(ت): دوشنبه    18:00-20:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان دارد
425,ادبيات و علوم انساني,باستان شناسي,1232037_01,تمدن هاي آغازين,2,0,35,17,0,مختلط,شيرازي روح اله,"درس(ت): دوشنبه    07:30-09:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
426,ادبيات و علوم انساني,باستان شناسي,1232038_01,باستان شناسي عيلام,2,0,35,1,0,مختلط,سعيديان سعدي,"درس(ت): شنبه      15:00-17:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.08)  ساعت : 07:30-09:30",,-,امكان دارد
427,ادبيات و علوم انساني,باستان شناسي,1232040_01,باستان شناسي دوران تاريخي ايران2,2,0,35,21,0,مختلط,سعيديان سعدي,"درس(ت): يك شنبه   09:30-11:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
428,ادبيات و علوم انساني,باستان شناسي,1232046_01,باستان شناسي دوران اسلامي2,2,0,35,13,0,مختلط,مهرپويا حسين,"درس(ت): چهارشنبه  09:30-11:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.08)  ساعت : 09:30-11:30",,-,امكان دارد
429,ادبيات و علوم انساني,باستان شناسي,1232049_01,منابع و متون تاريخي دوره اسلامي,2,0,35,0,0,مختلط,قلي زاده فاطمه,"درس(ت): يك شنبه   07:30-09:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.10.29)  ساعت : 07:30-09:30",,-,امكان دارد
430,ادبيات و علوم انساني,باستان شناسي,1232051_01,سكه شناسي,2,0,35,24,0,مختلط,قلي زاده فاطمه,"درس(ت): شنبه      09:30-11:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان دارد
431,ادبيات و علوم انساني,باستان شناسي,1232054_01,نرم افزارهاي كاربردي در باستان شناسي,2,0,35,8,0,مختلط,حدادي نسب گودرز,"درس(ت): يك شنبه   15:00-17:00 مکان: سايت ارشد ادبيات
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
432,ادبيات و علوم انساني,باستان شناسي,1232055_01,نقشه خواني و نقشه برداري,2,0,35,9,0,مختلط,حدادي نسب گودرز,"درس(ت): شنبه      15:00-17:00 مکان: كلاس پژوهشكده علوم باستان شناسي(دفترفني)
  امتحان(1404.10.25)  ساعت : 09:30-11:30",,-,امكان دارد
433,ادبيات و علوم انساني,باستان شناسي,1232057_01,باستان شناسي ميداني1(روش هاي بررسي و نمونه برداري),2,0,35,14,0,مختلط,شيرازي روح اله,"درس(ت): دوشنبه    18:00-20:00 مکان: سايت ارشد ادبيات
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
434,ادبيات و علوم انساني,باستان شناسي,1232058_01,باستان شناسي ميداني2(روش هاي كاوش),2,0,35,13,0,مختلط,حدادي نسب گودرز,"درس(ت): شنبه      18:00-20:00 مکان: كلاس پژوهشكده علوم باستان شناسي(دفترفني)
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
435,ادبيات و علوم انساني,باستان شناسي,1232059_01,باستان شناسي ميداني3( بررسي و كاوش در عمل),12,12,35,8,0,مختلط,"مرتضوي مهدي
اساتيد گروه آموزشي",,,-,امكان دارد
436,ادبيات و علوم انساني,باستان شناسي,1232060_01,حفاظت و مرمت در باستان شناسي 1 ( اشيا),2,0,35,0,0,مختلط,سعيديان سعدي,"درس(ت): دوشنبه    09:30-11:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان دارد
437,ادبيات و علوم انساني,باستان شناسي,1232062_01,طراحي1 (اشيا),2,0,35,13,0,مختلط,مهرپويا حسين,"درس(ت): يك شنبه   13:00-15:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.10.29)  ساعت : 07:30-09:30",,-,امكان دارد
438,ادبيات و علوم انساني,باستان شناسي,1232064_01,سفال در باستان شناسي,2,0,35,0,0,مختلط,سعيديان سعدي,"درس(ت): سه شنبه   13:00-15:00 مکان: سايت ارشد ادبيات
  امتحان(1404.11.08)  ساعت : 07:30-09:30",,-,امكان دارد
439,ادبيات و علوم انساني,باستان شناسي,1232068_01,نسخه پردازي و هنر كتاب آرائي دوران اسلامي,2,0,35,14,0,مختلط,مهرپويا حسين,"درس(ت): يك شنبه   18:00-20:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.05)  ساعت : 07:30-09:30",,-,امكان دارد
440,ادبيات و علوم انساني,باستان شناسي,1232069_01,باستان شناسي شبه قاره هند,2,0,35,18,0,مختلط,مهرپويا حسين,"درس(ت): سه شنبه   15:00-17:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
441,ادبيات و علوم انساني,باستان شناسي,1232073_01,تاريخ هنر,2,0,35,2,0,مختلط,مهرپويا حسين,"درس(ت): دوشنبه    15:00-17:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان دارد
442,ادبيات و علوم انساني,باستان شناسي,1232074_01,موزه داري,2,0,35,1,0,مختلط,مهرپويا حسين,"درس(ت): دوشنبه    09:30-11:30 مکان: سايت ارشد ادبيات
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
443,ادبيات و علوم انساني,باستان شناسي,1232086_01,علم و فناوري در دوران اسلامي,2,0,35,19,0,مختلط,مهرپويا حسين,"درس(ت): شنبه      13:00-15:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
444,ادبيات و علوم انساني,باستان شناسي,1232095_01,باستان شناسي حوزه هاي فرهنگي ايران در هزاره دوم پيش از ميلاد,2,0,25,2,0,مختلط,مرتضوي مهدي,"درس(ت): شنبه      13:00-15:00 مکان: كلاس پژوهشكده علوم باستان شناسي(دفترفني)
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
445,ادبيات و علوم انساني,باستان شناسي,1232096_01,برهمكنش هاي فرهنگي جوامع پيش از تاريخ,2,0,25,2,0,مختلط,شيرازي روح اله,"درس(ت): شنبه      09:30-11:30 مکان: سايت دكتري ادبيات
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
446,ادبيات و علوم انساني,باستان شناسي,1232097_01,منابع فلزات و فلز كاري در پيش از تاريخ,2,0,30,2,0,مختلط,موسي پور نگاري فريبا,"درس(ت): يك شنبه   13:00-15:00 مکان: سايت دكتري ادبيات
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
447,ادبيات و علوم انساني,باستان شناسي,1232098_01,كاربرد علوم ميان رشته اي در باستان شناسي,2,0,25,0,0,مختلط,موسي پور نگاري فريبا,"درس(ت): يك شنبه   07:30-09:30 مکان: سايت دكتري ادبيات
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان دارد
448,ادبيات و علوم انساني,باستان شناسي,1232099_01,متون تخصصي باستان شناسي (به زبان غير فارسي),2,0,25,0,0,مختلط,شيرازي روح اله,"درس(ت): شنبه      15:00-17:00 مکان: سايت دكتري ادبيات
  امتحان(1404.10.29)  ساعت : 07:30-09:30",,-,امكان دارد
449,ادبيات و علوم انساني,باستان شناسي,1232100_01,روش تحقيق و مديريت پروژه هاي باستان شناسي,2,0,25,0,0,مختلط,موسي پور نگاري فريبا,"درس(ت): شنبه      18:00-20:00 مکان: سايت دكتري ادبيات
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان دارد
450,ادبيات و علوم انساني,باستان شناسي,1232103_01,جغرافياي تاريخي ايران,2,0,40,2,0,مختلط,سعيديان سعدي,"درس(ت): شنبه      07:30-09:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.10.30)  ساعت : 07:30-09:30",,-,امكان دارد
451,ادبيات و علوم انساني,باستان شناسي,1232110_01,اخلاق و قوانين باستان شناسي,2,0,25,0,0,مختلط,مرتضوي مهدي,"درس(ت): شنبه      09:30-11:30 مکان: كلاس پژوهشكده علوم باستان شناسي(دفترفني)
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
452,ادبيات و علوم انساني,باستان شناسي,1232113_01,باستان شناسي ايران در دوران نخستين دهكده ها,2,0,25,2,0,مختلط,موسي پور نگاري فريبا,"درس(ت): دوشنبه    09:30-11:30 مکان: سايت دكتري ادبيات
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
453,ادبيات و علوم انساني,باستان شناسي,1232116_01,باستان شناسي ايران در آغاز دوران شهرنشيني,2,0,25,2,0,مختلط,شيرازي روح اله,"درس(ت): يك شنبه   15:00-17:00 مکان: سايت دكتري ادبيات
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
454,ادبيات و علوم انساني,باستان شناسي,1232117_01,باستان شناسي عصر آهن ايران,2,0,25,2,0,مختلط,موسي پور نگاري فريبا,"درس(ت): شنبه      13:00-15:00 مکان: سايت دكتري ادبيات
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
455,ادبيات و علوم انساني,باستان شناسي,1232118_01,كار آفريني در باستان شناسي,2,0,30,2,0,مختلط,مرتضوي مهدي,"درس(ت): يك شنبه   09:30-11:30 مکان: كلاس پژوهشكده علوم باستان شناسي(دفترفني)
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
456,ادبيات و علوم انساني,باستان شناسي,1232146_01,روش هاي ميداني نمونه برداري باستان سنجي,4,4,1,1,0,مختلط,بيابانگرد حبيب,"درس(ع): دوشنبه    15:00-17:00
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
457,ادبيات و علوم انساني,باستان شناسي,1232148_01,روش هاي ازمايشگاهي سال يابي,2,1,1,1,0,مختلط,بيابانگرد حبيب,"درس(ت): دوشنبه    18:00-20:00
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
458,ادبيات و علوم انساني,باستان شناسي,1232601_01,تاثير و تاثر تمدنهاي پيش باستاني ايران با تمدنهاي همجوار,2,0,25,0,0,مختلط,سعيديان سعدي,"درس(ت): چهارشنبه  07:30-09:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
459,ادبيات و علوم انساني,باستان شناسي,1232602_01,شناخت سكه ها، مهرها و الواح باستاني (تابلت),2,0,25,0,0,مختلط,سعيديان سعدي,"درس(ت): چهارشنبه  13:00-15:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
460,ادبيات و علوم انساني,باستان شناسي,1232603_01,هنرهاي كاربردي در دوره اسلامي,2,0,25,0,0,مختلط,مهرپويا حسين,"درس(ت): چهارشنبه  15:00-17:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
461,ادبيات و علوم انساني,باستان شناسي,1232607_01,روش كاوش و بررسي آثار باستاني,2,0,25,0,0,مختلط,سعيديان سعدي,"درس(ت): چهارشنبه  18:00-20:00 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
462,ادبيات و علوم انساني,باستان شناسي,1232629_01,روش تحقيق,2,0,25,0,0,مختلط,مهرپويا حسين,"درس(ت): پنج شنبه  09:30-11:30 مکان: واحد سمعي بصري باستان شناسي
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
463,ادبيات و علوم انساني,باستان شناسي,1232705_01,ادامه رساله,0,0,25,0,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
464,ادبيات و علوم انساني,باستان شناسي,1232707_01,پايان نامه,4,0,25,0,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
465,ادبيات و علوم انساني,باستان شناسي,1232708_01,رساله دكتري ورودي 1400 به بعد,18,0,20,1,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
466,ادبيات و علوم انساني,باستان شناسي,1232709_01,پايان نامه دانشجويان ارشد پيش از تاريخ ورودي 1401 به بعد,6,0,15,3,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
467,ادبيات و علوم انساني,باستان شناسي,1232806_01,پايان نامه(باستان سنجي),6,0,1,0,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
468,ادبيات و علوم انساني,زبان وادبيات عربي,1236001_01,پايان نامه,6,0,25,13,0,مختلط,اساتيد گروه آموزشي,,,-,امكان ندارد
469,ادبيات و علوم انساني,زبان وادبيات عربي,1236191_01,آزمايشگاه1,2,2,45,1,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
470,ادبيات و علوم انساني,زبان وادبيات عربي,1236193_01,نگارش2,2,0,45,2,0,مختلط,ذوالفقاري ليلا,"درس(ت): يك شنبه   09:30-11:30 مکان: كلاس 127
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
471,ادبيات و علوم انساني,زبان وادبيات عربي,1236196_01,نگارش3,2,0,45,15,0,مختلط,كرد يحيي,"درس(ت): شنبه      15:00-17:00 مکان: كلاس 127
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
472,ادبيات و علوم انساني,زبان وادبيات عربي,1236198_01,گفت و شنود3,2,0,20,15,0,مختلط,كرد يحيي,"درس(ت): شنبه      18:00-20:00 مکان: كلاس 129
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
473,ادبيات و علوم انساني,زبان وادبيات عربي,1236198_02,گفت و شنود3,2,0,20,13,0,مختلط,عيدوزايي عبدالرحمن,"درس(ت): سه شنبه   13:00-15:00 مکان: آزمايشگاه زبان و ادبيات عرب
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
474,ادبيات و علوم انساني,زبان وادبيات عربي,1236200_01,ترجمه از فارسي به عربي,2,0,45,14,0,مختلط,محسني راد بتول,"درس(ت): شنبه      09:30-11:30 مکان: كلاس 127
  امتحان(1404.11.08)  ساعت : 07:30-09:30",,-,امكان دارد
475,ادبيات و علوم انساني,زبان وادبيات عربي,1236501_01,گفت و شنود1,2,0,40,1,0,مختلط,عيدوزايي عبدالرحمن,"درس(ت): سه شنبه   15:00-17:00 مکان: آزمايشگاه زبان و ادبيات عرب
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
476,ادبيات و علوم انساني,زبان وادبيات عربي,1236503_01,گفت و شنود3,2,0,40,36,0,مختلط,اساتيد گروه آموزشي,"درس(ت): شنبه      18:00-20:00 مکان: آزمايشگاه زبان و ادبيات عرب
  امتحان(1404.11.05)  ساعت : 07:30-09:30",,-,امكان دارد
477,ادبيات و علوم انساني,زبان وادبيات عربي,1236506_01,نگارش 2,2,0,40,37,0,مختلط,ذوالفقاري ليلا,"درس(ت): يك شنبه   09:30-11:30 مکان: كلاس 127
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
478,ادبيات و علوم انساني,زبان وادبيات عربي,1236508_01,آيين نگارش و ويرايش فارسي,2,0,40,1,0,مختلط,عباسي سكينه,"درس(ت): يك شنبه   18:00-20:00 مکان: كلاس 127
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
479,ادبيات و علوم انساني,زبان وادبيات عربي,1236517_01,تحليل ادبي,2,0,40,1,0,مختلط,محسني راد بتول,"درس(ت): دوشنبه    18:00-20:00 مکان: كلاس 127
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان دارد
480,ادبيات و علوم انساني,زبان وادبيات عربي,1236526_01,ادبيات معاصر -شعر,2,0,40,36,0,مختلط,محسني راد بتول,"درس(ت): يك شنبه   07:30-09:30 مکان: كلاس 127
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
481,ادبيات و علوم انساني,زبان وادبيات عربي,1236562_01,ترجمه قرآن كريم,2,0,45,2,0,مختلط,اساتيد گروه آموزشي,"درس(ت): شنبه      15:00-17:00 مکان: كلاس 129
  امتحان(1404.10.29)  ساعت : 07:30-09:30",,-,امكان دارد
482,ادبيات و علوم انساني,زبان وادبيات عربي,1236565_01,نحو1,2,0,60,1,0,مختلط,ذوالفقاري ليلا,"درس(ت): دوشنبه    07:30-09:30 مکان: كلاس 127
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
483,ادبيات و علوم انساني,زبان وادبيات عربي,1236569_01,نحو3,2,0,35,2,0,مختلط,رضايي رضا,"درس(ت): سه شنبه   18:00-20:00 مکان: كلاس 127
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
484,ادبيات و علوم انساني,زبان وادبيات عربي,1236571_01,متون نثر از دوره جاهلي تاپايان اموي,2,0,35,15,0,مختلط,خمر رسول,"درس(ت): يك شنبه   18:00-20:00 مکان: كلاس 129
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
485,ادبيات و علوم انساني,زبان وادبيات عربي,1236572_01,متون نظم دوره جاهلي,2,0,35,17,0,مختلط,رضايي رضا,"درس(ت): دوشنبه    13:00-15:00 مکان: كلاس 127
  امتحان(1404.11.07)  ساعت : 09:30-11:30",,-,امكان دارد
486,ادبيات و علوم انساني,زبان وادبيات عربي,1236574_01,تاريخ ادبيات دوره جاهلي تا پايان اموي,2,0,35,11,0,مختلط,رضايي رضا,"درس(ت): شنبه      18:00-20:00 مکان: كلاس 127
  امتحان(1404.11.04)  ساعت : 12:30-14:30",,-,امكان دارد
487,ادبيات و علوم انساني,زبان وادبيات عربي,1236578_01,عروض و قافيه,2,0,35,9,0,مختلط,رضايي رضا,"درس(ت): شنبه      13:00-15:00 مکان: كلاس 127
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان دارد
488,ادبيات و علوم انساني,زبان وادبيات عربي,1236580_01,نحو5,2,0,35,15,0,مختلط,خمر رسول,"درس(ت): يك شنبه   15:00-17:00 مکان: كلاس 129
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
489,ادبيات و علوم انساني,زبان وادبيات عربي,1236581_01,علوم بلاغي 1(معاني),4,0,35,17,0,مختلط,شيخ محمد,"درس(ت): سه شنبه   07:30-09:30 مکان: سمعي و بصري ادبيات
 درس(ت): سه شنبه   09:30-11:30 مکان: سمعي و بصري ادبيات
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان دارد
490,ادبيات و علوم انساني,زبان وادبيات عربي,1236582_01,زبان تخصصي,2,0,35,9,0,مختلط,محسني راد بتول,"درس(ت): دوشنبه    15:00-17:00 مکان: كلاس 127
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
491,ادبيات و علوم انساني,زبان وادبيات عربي,1236583_01,متون نثر دوره عباسي 2,2,0,35,17,0,مختلط,عيدوزايي عبدالرحمن,"درس(ت): يك شنبه   13:00-15:00 مکان: كلاس 129
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
492,ادبيات و علوم انساني,زبان وادبيات عربي,1236584_01,متون نظم دوره عباسي 2,2,0,35,14,0,مختلط,غلامعلي زاده جواد,"درس(ت): سه شنبه   18:00-20:00 مکان: كلاس 129
  امتحان(1404.11.07)  ساعت : 07:30-09:30",,-,امكان دارد
493,ادبيات و علوم انساني,زبان وادبيات عربي,1236585_01,تاريخ ادبيات عباسي 2 و اندلس,2,0,35,21,0,مختلط,كرد يحيي,"درس(ت): دوشنبه    18:00-20:00 مکان: آزمايشگاه زبان و ادبيات عرب
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
494,ادبيات و علوم انساني,زبان وادبيات عربي,1236604_01,تحليل صرفي و نحوي متون ادبي,2,0,25,1,0,مختلط,زندوكيلي محمدتقي,"درس(ت): چهارشنبه  18:00-20:00 مکان: كلاس 127
  امتحان(1404.10.28)  ساعت : 12:30-14:30",,-,امكان دارد
495,ادبيات و علوم انساني,زبان وادبيات عربي,1236606_01,نقد و مكتب هاي ادبي,2,0,25,8,0,مختلط,شيخ محمد,"درس(ت): چهارشنبه  13:00-15:00
  امتحان(1404.11.08)  ساعت : 12:30-14:30",,-,امكان دارد
496,ادبيات و علوم انساني,زبان وادبيات عربي,1236607_01,روش تحقيق مقاله نويسي و سميناردر مسائل ادبي,2,0,25,0,0,مختلط,غلامعلي زاده جواد,"درس(ت): چهارشنبه  09:30-11:30 مکان: كلاس 129
  امتحان(1404.11.06)  ساعت : 12:30-14:30",,-,امكان دارد
497,ادبيات و علوم انساني,زبان وادبيات عربي,1236623_01,تفاسير ادبي قرآن كريم,2,0,25,7,0,مختلط,رضايي رضا,"درس(ت): چهارشنبه  07:30-09:30 مکان: كلاس 127
  امتحان(1404.10.29)  ساعت : 12:30-14:30",,-,امكان دارد
498,ادبيات و علوم انساني,زبان وادبيات عربي,1236624_01,تحليل و نقد شعر و نثر از آغاز تا پايان دوره اموي,2,0,25,3,0,مختلط,شيخ محمد,"درس(ت): چهارشنبه  07:30-09:30 مکان: سمعي و بصري ادبيات
  امتحان(1404.11.01)  ساعت : 12:30-14:30",,-,امكان دارد
499,ادبيات و علوم انساني,زبان وادبيات عربي,1236626_01,تحليل ونقد نثر دوره عباسي,2,0,30,7,0,مختلط,غلامعلي زاده جواد,"درس(ت): چهارشنبه  18:00-20:00 مکان: كلاس 129
  امتحان(1404.11.06)  ساعت : 12:30-14:30",,-,امكان دارد
500,ادبيات و علوم انساني,زبان وادبيات عربي,1236627_01,تحليل ونقد نثر دوره معاصر,2,0,25,2,0,مختلط,محسني راد بتول,"درس(ت): چهارشنبه  15:00-17:00 مکان: كلاس 127
  امتحان(1404.11.08)  ساعت : 12:30-14:30",,-,امكان دارد
501,ادبيات و علوم انساني,زبان وادبيات عربي,1236629_01,ادبيات مقاومت,2,0,25,7,0,مختلط,زندوكيلي محمدتقي,"درس(ت): چهارشنبه  09:30-11:30 مکان: كلاس 127
  امتحان(1404.11.04)  ساعت : 12:30-14:30",,-,امكان دارد
502,ادبيات و علوم انساني,زبان وادبيات عربي,1236671_01,ادبيات تطبيقي,2,0,35,15,0,مختلط,رضايي رضا,"درس(ت): يك شنبه   13:00-15:00 مکان: كلاس 127
  امتحان(1404.11.08)  ساعت : 07:30-09:30",,-,امكان دارد
503,ادبيات و علوم انساني,زبان وادبيات عربي,1236672_01,نحو7,2,0,35,14,0,مختلط,زندوكيلي محمدتقي,"درس(ت): چهارشنبه  07:30-09:30 مکان: كلاس 129
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
504,ادبيات و علوم انساني,زبان وادبيات عربي,1236673_01,علوم بلاغي 3(بديع),2,0,35,14,0,مختلط,رضايي رضا,"درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 127
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان دارد
505,ادبيات و علوم انساني,زبان وادبيات عربي,1236674_01,متون نثر دوره معاصر 2,2,0,35,0,0,مختلط,محسني راد بتول,"درس(ت): يك شنبه   07:30-09:30 مکان: كلاس 127
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
