شماره و گروه درس,نام درس,ظر فيت,جنسيت,نام استاد,ساعات ارائه و امتحان,محل,دروس پيش نياز، همنياز، متضاد و معادل,توضيحات,واحد_کل,واحد_ع,_unit_a_col_used,is_fake,fake_reason
1818083_05,ورزش1,15,مرد,دلاور رضا,درس(ع): سه شنبه 07:30-09:30,سالن ورزشي 22 بهمن _ تنيس روي ميز,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",تنيس روي ميز,1,1,واحد_ع,False,
1818083_06,ورزش1,15,مرد,دلاور رضا,درس(ع): سه شنبه 09:30-11:30,سالن ورزشي 22 بهمن _ تنيس روي ميز,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",تنيس روي ميز,1,1,واحد_ع,False,
1818083_07,ورزش1,15,مرد,نخ زري مقدم محسن,درس(ع): سه شنبه 15:00-17:00,سالن ورزشي 22 بهمن _ فوتبال,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",فوتبال,1,1,واحد_ع,False,
1818083_08,ورزش1,15,مرد,غفراني محسن,درس(ع): چهارشنبه 15:00-17:00,سالن ورزشي 22 بهمن _ تنيس روي ميز,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",تنيس روي ميز,1,1,واحد_ع,False,
1818083_09,ورزش1,15,مرد,نخ زري مقدم محسن,درس(ع): چهارشنبه 15:00-17:00,سالن ورزشي 22 بهمن _ فوتبال,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",فوتبال,1,1,واحد_ع,False,
1818083_10,ورزش1,15,مرد,مولائي رحمت اله,درس(ع): يك شنبه 15:00-17:00,سالن ورزشي 22 بهمن _ واليبال,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",واليبال ساحلي,1,1,واحد_ع,False,
1818083_13,ورزش1,15,مرد,مير احمد,درس(ع): سه شنبه 15:00-17:00,سالن ورزشي 22 بهمن _ تنيس روي ميز,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",تنيس روي ميز,1,1,واحد_ع,False,
1818083_14,ورزش1,15,مرد,مير احمد,درس(ع): سه شنبه 18:00-20:00,سالن ورزشي 22 بهمن _ ورزش1,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",,1,1,واحد_ع,False,
1818083_15,ورزش1,15,زن,خليفه سلطاني مرضيه,درس(ع): يك شنبه 07:30-09:30,سالن ورزشي معين _ ورزش 1,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",ايروبيك,1,1,واحد_ع,False,
1818083_16,ورزش1,15,زن,خليفه سلطاني مرضيه,درس(ع): يك شنبه 13:00-15:00,سالن ورزشي معين _ ورزش 1,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",ايروبيك,1,1,واحد_ع,False,
1818083_17,ورزش1,15,زن,خليفه سلطاني مرضيه,درس(ع): يك شنبه 15:00-17:00,سالن ورزشي معين _ ورزش 1,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",ايروبيك,1,1,واحد_ع,False,
1818083_18,ورزش1,15,زن,قوي پنجه ناهيد,درس(ع): چهارشنبه 09:30-11:30,سالن ورزشي معين _ ورزش 1,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",يوگا,1,1,واحد_ع,False,
1818083_19,ورزش1,15,زن,قوي پنجه ناهيد,درس(ع): چهارشنبه 07:30-09:30,سالن ورزشي معين _ ورزش 1,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",يوگا,1,1,واحد_ع,False,
1818083_20,ورزش1,15,زن,جهانتيغ زهرا,درس(ع): سه شنبه 15:00-17:00,سالن ورزشي كوثر _ ورزش 1,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",,1,1,واحد_ع,False,
1818083_21,ورزش1,15,زن,بخشي زهره,درس(ع): يك شنبه 15:00-17:00,سالن ورزشي 22 بهمن _ سالن رزمي,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",,1,1,واحد_ع,False,
1818083_22,ورزش1,15,زن,بخشي زهره,درس(ع): سه شنبه 15:00-17:00,سالن ورزشي 22 بهمن _ سالن رزمي,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",,1,1,واحد_ع,False,
1818083_23,ورزش1,15,زن,راشكي قلعه نو روشنا,درس(ع): يك شنبه 07:30-09:30,سالن ورزشي كوثر _ سالن ورزشي كوثر,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",,1,1,واحد_ع,False,
1818083_24,ورزش1,15,زن,راشكي قلعه نو روشنا,درس(ع): يك شنبه 09:30-11:30,سالن ورزشي كوثر _ سالن ورزشي كوثر,"پيش نياز: 1818080 تربيت بدني
پيش نياز: 1818084 تربيت بدني ويژه
پيش نياز: 1816010 تربيت بدني
پيش نياز: 1816084 تربيت بدني ويژه
معادل: 1816083 ورزش1
معادل: 1818085 ورزش ويژه",,1,1,واحد_ع,False,
1011200_03,پدافند غير عامل,40,مختلط,اساتيد گروه آموزشي,,,,,2,0,واحد_ع,False,
1011200_04,پدافند غير عامل,40,مختلط,اساتيد گروه آموزشي,,,,,2,0,واحد_ع,False,
1818500_01,مهارت هاي زندگي دانشجويي,40,مختلط,فرنام علي,"درس(ت): يك شنبه 13:00-15:00
امتحان(1404.11.08) ساعت : 12:30-14:30",دانشكده علوم تربيتي و روانشناسي _ كلاس 1804,,,2,0,واحد_ع,False,
1818500_02,مهارت هاي زندگي دانشجويي,40,مختلط,فرنام علي,"درس(ت): سه شنبه 13:00-15:00
امتحان(1404.11.08) ساعت : 12:30-14:30",دانشكده ادبيات و علوم انساني _ كلاس 224,,,2,0,واحد_ع,False,
2810284_01,مباني تركيبيات,20,مختلط,الله دادي مهدي,"درس(ت): شنبه 07:30-09:30
درس(ت): سه شنبه 18:00-20:00
امتحان(1404.11.06) ساعت : 09:30-11:30",دانشكده علوم پايه _ كلآس 36,,,4,0,واحد_ع,False,
2814419_01,پروژه كارشناسي علوم كامپيوتر,10,مختلط,اساتيد گروه آموزشي,,,,,3,0,واحد_ع,False,
3022057_01,علوم و معارف دفاع مقدس ومقاومت,40,زن,باغباني غلامرضا,"درس(ت): چهارشنبه 13:00-15:00
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_02,علوم و معارف دفاع مقدس ومقاومت,40,مرد,باغباني غلامرضا,"درس(ت): چهارشنبه 15:00-17:00
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_03,علوم و معارف دفاع مقدس ومقاومت,40,زن,باغباني غلامرضا,"درس(ت): چهارشنبه 18:00-20:00
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_04,علوم و معارف دفاع مقدس ومقاومت,40,زن,كيخا علي,"درس(ت): شنبه 15:00-17:00
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_05,علوم و معارف دفاع مقدس ومقاومت,40,مرد,كيخا علي,"درس(ت): شنبه 18:00-20:00
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_06,علوم و معارف دفاع مقدس ومقاومت,40,زن,كيخا علي,"درس(ت): يك شنبه 18:00-20:00
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_07,علوم و معارف دفاع مقدس ومقاومت,40,زن,واثق عباسي عبدالله,"درس(ت): دوشنبه 18:00-20:00
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_08,علوم و معارف دفاع مقدس ومقاومت,40,زن,واثق عباسي عبدالله,"درس(ت): چهارشنبه 18:00-20:00
امتحان(1404.10.29) ساعت : 12:30-14:30",,,,2,0,واحد_ع,False,
3022057_09,علوم و معارف دفاع مقدس ومقاومت,40,زن,حيدري نسب عليرضا,"درس(ت): شنبه 09:30-11:30
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_10,علوم و معارف دفاع مقدس ومقاومت,40,مرد,حيدري نسب عليرضا,"درس(ت): يك شنبه 07:30-09:30
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_11,علوم و معارف دفاع مقدس ومقاومت,40,زن,پيري محمد,"درس(ت): سه شنبه 09:30-11:30
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_12,علوم و معارف دفاع مقدس ومقاومت,40,مرد,پيري محمد,"درس(ت): چهارشنبه 09:30-11:30
امتحان(1404.10.29) ساعت : 12:30-14:30",دانشكده الهيات 1 _ كلاس سمعي بصري1,,,2,0,واحد_ع,False,
3022057_13,علوم و معارف دفاع مقدس ومقاومت,40,مرد,خدايار دادخدا,"درس(ت): سه شنبه 09:30-11:30
امتحان(1404.10.29) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 202,,,2,0,واحد_ع,False,
